HomePlanet;Cabin;Destination;Transported
1;81191;1;0
1;122620;1;1
1;103270;3;0
-4;-1;3;0
1;122640;1;1
1;103280;1;0
1;122650;3;0
1;122581;3;1
1;122660;2;0
1;122660;3;1
1;122660;2;1
2;191;-4;0
1;-1;1;0
1;103101;1;1
1;103111;1;0
1;122670;1;0
0;103121;1;1
1;103131;1;0
1;81221;1;0
2;201;1;0
2;201;1;0
2;201;1;1
2;201;1;0
1;103141;2;0
1;122680;2;1
2;60591;1;1
1;103161;1;0
0;103171;1;0
0;103171;1;1
0;103171;3;0
1;122690;1;0
1;122690;1;0
2;20731;3;0
1;103181;1;0
1;103300;3;0
1;122601;2;0
1;122700;1;0
1;81030;1;0
1;122611;1;0
0;103310;1;1
1;-1;3;0
1;122720;3;0
1;122720;1;1
0;103340;1;0
1;81241;1;0
1;-1;1;0
1;122621;1;1
1;103350;1;0
0;103211;1;0
1;122631;2;1
1;122641;1;0
2;20550;1;0
1;122740;1;0
-4;81251;2;1
1;103360;3;1
2;20741;1;1
2;20741;1;0
0;60601;1;0
0;60601;3;1
0;81261;1;0
1;103380;2;0
0;103261;1;0
0;60611;1;1
0;-1;1;0
0;81271;1;0
0;103261;1;1
0;60611;1;0
0;103261;1;0
1;122760;2;1
1;103271;1;0
0;103390;1;0
0;103390;1;0
1;122770;1;0
1;122651;1;0
1;122661;1;0
1;81050;1;1
1;81050;1;0
1;-1;1;1
1;122780;1;0
1;103410;1;0
1;81281;1;0
2;211;3;1
1;103281;1;0
0;103420;-4;1
0;60540;3;0
1;122800;1;0
1;103430;1;1
1;81060;3;1
1;122810;2;1
1;122810;3;1
1;103440;1;0
1;122830;1;1
1;122840;2;0
1;81291;1;0
1;122681;3;1
1;122691;2;1
1;122701;1;0
0;60550;2;0
2;81301;1;0
0;103311;1;1
1;122711;3;1
1;122870;1;0
1;122870;1;0
1;122870;1;1
1;122880;2;0
1;103331;3;1
1;122721;1;1
1;122731;1;0
1;103341;1;0
1;122741;1;0
1;103361;1;0
1;103470;3;0
1;81321;2;1
1;122751;-4;0
2;81331;1;1
0;103371;1;1
0;81341;1;0
1;103381;3;0
2;40651;3;1
2;40651;1;1
2;40651;1;1
2;40651;1;1
1;122761;1;0
0;103391;1;1
2;20751;3;1
1;122910;1;1
0;103480;1;0
0;81351;1;1
1;122771;1;1
1;122781;1;0
1;122791;2;0
1;103490;3;1
2;40661;3;1
1;-1;1;0
1;103411;1;0
1;122811;3;0
1;122811;2;0
0;81070;3;0
1;103421;1;0
0;103520;1;0
2;40671;1;1
2;20570;3;1
1;81371;1;0
1;122950;1;0
1;122831;3;1
1;122831;3;0
1;122831;1;0
1;122831;1;1
1;122831;1;1
1;81090;1;0
1;103540;3;0
0;103550;1;1
1;122841;1;1
0;81381;1;0
2;20580;3;0
1;103461;1;0
0;103560;1;0
1;122851;2;1
1;103471;1;0
-4;103570;1;1
1;103580;3;0
2;40681;1;1
2;40681;1;1
1;103491;2;0
1;122970;1;1
1;122980;1;0
1;122990;1;1
-4;-1;1;1
1;103511;3;0
1;103521;3;0
1;103610;-4;1
2;60560;3;1
2;60560;1;1
2;60560;1;1
2;60560;1;1
2;60560;3;1
2;60560;1;0
1;122881;1;0
2;40610;3;0
0;103541;-4;1
1;103620;1;1
1;103650;1;0
2;81120;1;0
1;103551;2;0
1;122891;1;1
1;122891;1;1
1;103660;1;0
1;122901;1;0
1;122911;1;0
1;103670;1;0
1;103561;2;0
1;103561;3;0
1;123020;1;1
2;221;3;1
1;123030;1;1
1;81130;1;0
1;103680;1;1
0;60631;3;0
0;103571;-4;1
2;130;1;0
2;130;3;0
0;103581;1;1
0;103581;1;0
1;103700;3;1
0;60641;1;0
1;122921;1;0
1;122921;1;0
1;122921;1;1
1;122921;1;0
1;122921;1;0
-4;122921;1;0
1;103710;1;0
0;103720;1;1
2;40701;1;1
0;81391;1;0
1;122931;1;1
1;123050;1;0
1;103740;2;0
1;123060;1;0
1;103750;1;0
2;60580;1;0
1;103760;3;0
1;103770;1;1
2;40711;3;1
2;-1;3;1
0;81401;1;0
1;81411;1;0
1;122951;1;0
1;103611;1;1
1;103780;1;0
1;123070;1;0
1;123080;3;0
0;81421;1;0
2;60590;1;1
2;-1;1;1
2;60590;3;0
2;40721;3;1
2;40721;1;1
1;122961;3;0
1;122971;2;0
2;140;3;1
2;140;3;1
1;122981;1;0
1;123090;1;0
1;103641;3;0
1;122991;1;0
2;60600;1;0
0;81150;1;0
1;123001;1;0
1;81160;1;0
2;60610;1;1
2;60610;3;0
2;231;1;0
2;231;1;1
2;231;1;1
0;81170;1;0
1;123031;3;0
2;40650;1;1
2;40650;3;1
1;123041;1;0
-4;123051;1;0
0;60661;1;0
1;81441;2;1
2;40731;3;1
1;81180;1;1
1;123071;3;0
1;103681;1;0
1;103691;1;1
0;103850;1;0
0;60620;1;0
0;103860;1;0
1;103701;1;0
1;123120;1;0
1;81200;1;0
1;123130;1;0
1;103721;1;0
1;103741;1;0
1;81210;1;0
1;103870;1;0
0;60681;1;0
0;60681;2;1
1;123091;1;0
2;40660;1;1
2;40660;1;0
2;40660;3;1
1;81220;1;1
1;81220;2;1
1;123150;1;1
1;103900;1;0
1;123160;3;0
1;123160;1;1
1;103910;1;0
2;40741;1;0
1;123180;1;1
1;123190;2;1
2;40751;3;1
1;103751;2;0
2;241;3;1
0;60630;1;0
1;123101;1;0
2;20821;3;1
2;20821;1;1
2;20821;3;1
2;20821;1;0
2;20821;3;1
2;20821;1;1
2;20821;1;1
0;103930;1;1
-4;123111;1;1
1;103761;1;0
1;123121;1;1
1;123121;1;0
1;123121;1;1
1;81240;1;0
1;123200;2;0
2;-1;3;1
0;103940;3;1
1;123210;1;0
1;103781;3;0
1;81461;1;1
0;103791;1;1
1;103801;1;0
1;81250;1;1
1;123141;2;0
1;103811;1;0
1;123151;1;1
1;103831;1;0
2;40761;3;1
1;103960;1;0
1;123230;1;0
1;103861;1;0
1;123171;1;0
1;123171;1;0
2;251;3;1
2;20590;1;0
2;20590;1;1
2;20590;3;1
1;123240;2;1
1;123181;2;0
2;20600;3;0
1;103980;1;0
1;103871;1;1
2;20831;3;1
2;20831;3;0
1;103901;2;0
-4;123221;1;1
1;81501;3;1
1;123231;1;1
1;123231;2;1
1;123231;1;0
1;103990;3;1
1;103911;2;0
1;104000;3;0
0;104020;1;1
1;103931;1;0
1;104040;1;0
2;20851;1;1
2;20851;1;1
1;123270;1;1
1;103941;1;0
0;103951;1;1
1;103961;1;1
1;123241;3;1
1;123280;3;0
1;81260;1;1
0;81511;1;1
2;40680;3;0
2;40690;3;0
1;123300;1;0
-4;123300;2;1
1;123300;1;1
1;123300;1;1
1;123300;1;1
1;123300;1;0
1;123310;1;0
1;104070;1;0
1;104070;1;0
1;123310;2;1
1;123330;1;1
-4;123271;3;0
2;60650;1;1
0;103981;1;0
1;123281;2;0
1;104100;1;0
1;123291;1;1
2;40700;1;1
2;40700;1;0
1;81270;1;1
2;40781;3;0
2;40781;3;1
1;104011;1;0
2;60691;1;0
2;60691;1;1
1;104021;3;0
1;123340;1;0
1;104110;2;1
1;123350;1;0
1;104071;1;0
2;160;1;0
2;160;1;1
2;40720;1;0
2;261;1;1
2;261;1;1
1;104081;1;1
1;104091;3;0
1;123311;1;1
1;104120;2;0
1;104130;1;1
1;104140;1;0
0;60701;1;1
0;81531;1;0
0;-1;1;0
0;104101;1;0
0;60701;1;0
0;104150;1;1
1;104111;2;0
0;104121;1;0
0;104121;1;0
2;20861;3;1
0;60711;-4;1
1;104131;2;1
2;40791;1;0
1;104141;1;0
1;-1;1;0
1;123351;3;0
1;123361;3;0
1;123380;1;0
1;123390;1;0
0;104170;1;0
0;104180;1;0
2;20871;3;1
2;60721;1;1
1;123391;1;0
2;-1;1;0
1;123400;2;0
0;60731;1;1
1;123410;1;0
1;123420;2;0
1;123420;2;1
1;123411;3;0
1;123430;1;0
1;104151;1;0
1;104190;1;1
1;123440;1;0
1;104200;1;0
1;104210;2;0
1;81280;1;0
0;60741;1;0
0;104161;1;1
0;104220;1;0
1;81290;1;0
1;81290;1;0
1;123431;1;0
0;104230;1;1
0;104230;3;1
0;104230;3;1
1;123441;3;1
0;104171;1;1
1;104240;1;1
1;81300;3;1
0;104181;1;1
1;104191;1;0
1;123451;1;0
1;-1;1;0
1;104250;1;0
0;81551;1;1
1;104201;1;0
2;20891;1;1
1;123460;2;0
1;104260;1;0
1;123470;1;0
1;123480;1;0
1;104211;1;0
1;104231;1;1
1;104241;1;1
0;104290;1;1
0;104251;2;1
0;104251;1;1
1;123490;1;0
2;20630;1;1
1;104310;2;0
0;104271;1;1
0;104271;1;0
1;104330;1;0
1;123510;1;0
1;123471;2;1
1;123520;2;1
1;123481;3;1
0;104350;1;1
2;40801;1;0
1;104281;3;0
2;20640;1;0
0;104291;2;0
0;104291;1;0
1;123501;1;0
1;104370;1;0
1;104380;3;0
1;123540;1;0
1;104301;-4;0
0;104311;1;1
1;104390;2;0
1;123521;1;0
1;104400;1;1
2;20650;1;0
2;20650;3;1
2;20650;1;1
2;20650;3;0
1;81561;3;1
0;104420;1;0
2;60751;3;1
0;104430;1;0
0;60761;1;0
2;20901;3;1
1;81571;1;0
1;104321;2;0
1;123541;1;0
1;104331;1;0
1;123551;1;0
1;104341;1;1
1;104450;1;0
2;271;3;1
2;271;1;1
2;271;1;1
2;271;-4;0
1;-1;3;1
1;123571;1;1
1;123550;2;1
1;123581;1;0
1;104351;1;1
1;123560;2;0
0;81581;1;0
1;104371;1;0
0;81591;1;0
1;104381;3;0
1;104381;1;0
1;123590;1;0
0;104480;3;1
0;104480;3;1
0;81340;1;0
0;81340;3;0
0;60660;1;0
0;104480;3;1
0;104480;1;0
1;104490;1;0
2;40831;3;1
2;40831;1;1
2;281;3;1
1;104391;2;1
1;104510;1;0
1;123620;1;1
2;291;3;0
2;291;1;0
1;123630;-4;0
1;123591;1;0
1;104550;1;0
2;40750;3;1
2;40750;1;1
1;123601;1;1
2;40760;1;1
2;20660;3;1
1;123640;1;1
1;104411;1;1
1;123650;3;0
1;104560;1;0
1;104421;1;1
0;104570;1;0
0;81611;1;1
1;123660;1;0
0;104580;1;1
0;104590;1;1
1;123670;1;1
1;-1;3;1
1;123670;1;1
1;81621;1;0
2;40790;3;1
2;40790;3;1
0;104600;2;0
1;123621;1;0
2;40800;3;1
2;20911;3;0
2;20921;1;0
1;81360;1;1
1;104610;1;0
0;104630;1;0
1;104640;1;0
1;81631;1;0
0;104650;1;1
1;123651;3;0
1;123651;1;0
1;104451;3;0
1;104660;1;0
1;104660;1;0
1;123690;1;1
1;104670;2;0
0;104481;1;0
2;40810;3;0
2;40810;3;0
1;104491;1;1
1;123671;3;0
1;104491;3;0
2;180;1;0
0;104680;3;1
1;123681;1;0
2;40820;1;1
2;40820;1;1
2;40820;1;0
2;40820;3;1
2;40820;3;1
2;40820;3;0
2;60771;1;1
2;60771;3;0
2;60771;1;0
2;60771;1;1
1;123710;2;0
2;60680;3;1
2;60680;1;1
2;60680;1;0
2;60680;1;1
1;123720;1;0
-4;123691;1;0
0;104690;1;0
1;123701;1;0
2;20670;3;1
1;123711;2;1
1;123721;1;0
1;104700;1;0
-4;123730;2;0
1;104501;3;0
1;123731;2;1
1;123741;2;0
2;20680;1;1
0;104720;1;1
1;104531;1;0
0;81370;1;0
2;301;3;1
2;301;1;0
1;123760;3;1
1;104740;1;0
0;104750;1;0
1;104541;2;0
1;104551;1;1
1;123781;2;0
1;104770;3;0
1;123770;1;1
1;123770;1;0
1;123770;2;1
1;123770;3;1
1;123770;3;0
1;123770;1;0
2;60781;3;0
1;123791;1;0
1;123801;1;1
1;104571;3;0
0;60801;1;0
0;60801;1;1
0;60801;1;1
1;81390;1;0
1;123790;1;1
1;123800;2;0
1;104810;-4;1
2;40851;1;1
1;123810;1;1
2;60710;1;1
0;104820;1;0
1;104830;1;0
0;81410;1;0
1;104840;1;0
2;60811;1;0
0;81661;1;1
1;123830;3;1
1;104591;3;0
2;40830;2;1
1;104870;1;0
1;104880;3;0
1;123831;1;0
1;123831;2;0
1;123831;3;1
1;123831;1;1
1;123831;1;0
1;123831;1;0
-4;-1;1;1
0;104611;1;0
1;81420;1;1
1;123841;1;0
1;123850;1;0
1;81430;1;0
-4;123860;1;1
1;123870;1;0
1;81681;1;0
1;123861;1;0
1;123871;3;0
1;104900;1;0
0;81691;1;0
1;123880;2;1
1;123890;1;0
1;123881;-4;0
2;40861;1;0
2;40861;1;1
2;40861;3;1
-4;40861;1;1
0;104651;1;1
1;104920;3;0
1;123900;1;1
1;123910;1;1
1;104930;1;1
1;123920;1;1
1;123901;2;1
2;380010;1;0
1;123911;1;0
1;123930;1;0
1;123940;1;1
0;81450;1;1
1;123950;1;0
1;123931;1;1
0;104661;1;1
0;104661;1;1
2;20941;1;1
1;104970;1;0
1;104980;1;0
1;104990;1;0
2;40840;1;1
1;104671;1;0
1;105010;1;0
0;105030;1;1
1;105040;1;1
1;104681;3;0
0;105050;1;1
-4;60720;1;0
1;105060;3;0
1;81701;-4;0
1;105070;1;1
0;105080;1;1
0;81460;1;0
0;105080;1;1
-4;123951;2;0
1;104701;3;0
0;81470;1;1
1;105100;1;0
0;104711;1;0
1;123990;2;0
1;124000;1;1
1;105110;1;1
1;124020;2;1
-4;123961;1;0
1;123971;2;0
1;81711;1;0
1;104721;1;0
0;60831;1;0
1;123981;1;0
1;123981;1;0
1;124030;1;0
1;81731;1;0
0;104751;1;1
2;40850;1;0
1;105120;1;0
2;40860;1;1
2;40860;3;1
1;124040;1;0
1;-1;2;0
1;104761;3;0
1;104771;3;0
1;105130;1;0
1;105130;1;0
0;60851;1;0
2;20720;1;1
1;124011;2;0
0;104801;1;1
1;104811;1;0
1;-1;3;0
1;81761;1;0
2;40891;3;1
1;124031;1;0
1;124041;1;0
0;105160;1;0
0;105160;1;1
-4;81490;1;0
1;81490;1;0
-4;190;3;0
2;190;3;1
2;190;3;0
2;60861;3;1
2;60861;1;1
1;104831;1;0
0;105170;1;1
2;40911;3;0
2;40911;3;1
1;-1;1;0
2;20961;3;0
2;20961;3;1
1;124060;3;0
2;40870;1;1
2;40870;3;1
1;104851;1;1
2;40880;1;0
0;81510;1;0
0;105200;1;1
2;20730;3;1
2;60740;3;1
2;20740;3;1
1;124051;2;1
0;104871;1;1
0;104881;1;0
1;124070;2;1
0;104891;1;0
0;104891;1;1
2;20750;3;0
2;20750;3;1
1;124090;1;0
1;81520;2;1
0;81771;1;0
2;20770;-4;0
0;81530;1;0
2;20971;3;1
2;20971;1;0
1;124100;3;0
1;104911;1;0
2;-1;3;0
2;200;3;1
1;124071;1;0
0;105220;1;0
0;105220;1;1
0;105220;1;0
1;124110;1;1
1;105230;1;0
1;104921;1;1
1;124081;3;1
1;124081;3;1
2;60871;1;1
2;20780;3;1
2;20780;1;1
2;40921;1;1
0;105250;1;1
0;105250;1;1
0;105250;1;1
0;105250;1;1
2;-1;1;0
1;124120;2;1
1;124120;1;0
1;124120;1;0
1;81781;1;0
0;105260;1;1
0;105260;1;0
2;81791;1;1
0;105270;1;1
0;81550;1;0
1;124140;1;1
2;40931;3;1
2;40931;3;1
2;40900;3;1
1;104961;1;0
1;104981;1;0
1;124121;1;0
1;81560;1;0
1;105310;1;0
1;124150;1;0
1;124170;2;0
1;124190;1;1
2;40910;1;1
2;40910;3;1
2;40910;1;0
2;40910;1;0
2;40910;1;1
1;124200;1;0
1;124200;1;0
1;124200;2;1
1;104991;2;0
1;124131;1;0
0;60750;1;0
0;60750;1;0
1;124210;1;0
2;20981;1;1
0;105330;3;1
0;105330;1;1
0;60760;1;0
0;105330;1;1
0;60770;1;0
0;105340;1;1
0;105001;1;1
-4;105001;3;0
0;105350;1;0
1;-1;1;0
0;105360;1;1
0;81580;1;0
0;81580;3;1
0;81580;1;0
0;60881;3;1
1;105370;1;0
1;105370;1;0
2;20991;1;1
2;20991;1;1
2;20991;3;1
2;20991;1;1
1;124161;2;1
1;105410;1;0
1;124240;2;0
-4;81590;1;1
1;105041;3;0
1;105051;3;0
1;105420;1;0
1;124260;1;1
1;81600;1;0
1;105430;1;0
1;105440;2;0
2;210;3;1
2;210;3;0
1;124270;1;0
0;105450;3;1
1;124280;3;0
0;105081;1;1
0;60780;1;1
1;124191;1;0
1;81811;1;0
1;105101;1;0
1;124201;2;0
-4;124300;1;0
1;105111;2;0
2;40951;1;1
2;40951;1;0
2;40951;1;1
2;40951;3;1
2;40951;3;1
2;20800;3;0
1;105470;1;0
1;124211;1;0
0;60790;1;0
1;124310;1;0
2;21001;3;1
1;105131;1;1
1;124221;1;0
1;105141;1;0
1;105490;1;0
0;81821;1;1
1;105500;1;0
1;105151;1;0
1;124231;1;1
0;105510;3;0
1;105520;3;1
0;81831;2;1
0;81841;1;0
0;81841;3;0
1;105161;3;0
1;124241;3;0
1;124320;1;0
1;105540;3;0
1;105550;2;0
2;40971;1;1
2;20810;3;1
2;60901;1;0
1;105171;1;1
1;124261;1;0
1;124340;1;0
2;321;1;1
2;20830;1;0
1;124350;1;0
1;105560;1;1
-4;105570;1;0
1;81851;3;1
1;105580;1;0
1;-1;1;0
2;220;1;0
2;220;3;0
2;220;1;0
2;220;3;0
0;81861;1;0
0;60911;1;0
2;40940;1;0
1;105201;1;0
1;124281;2;1
1;124370;1;1
1;124291;1;0
1;105211;1;0
2;21021;3;1
2;21031;1;1
2;21031;2;1
1;105221;2;1
0;105231;1;1
0;105231;1;1
0;105231;-4;0
0;105231;1;1
2;21051;1;1
1;124380;1;1
1;105610;3;0
1;124311;1;0
2;21061;1;1
1;124390;2;0
1;124390;1;0
1;124390;1;1
1;105630;2;0
0;60931;3;1
2;40991;1;1
2;40991;1;1
0;105640;3;1
0;105640;1;0
1;105650;1;0
1;124400;1;0
1;105251;1;0
1;124321;1;1
-4;124331;1;1
1;105271;1;0
1;124331;1;1
1;124351;3;1
1;124351;3;0
0;105670;1;1
0;60810;1;0
2;41001;3;1
2;41001;1;0
0;81871;1;0
1;124420;2;1
1;81630;1;1
0;81640;1;0
1;105281;1;0
0;105680;-4;0
0;105690;1;0
0;105700;1;1
1;105291;3;1
1;105710;1;1
0;105301;-4;1
1;124440;1;0
1;124440;2;0
1;81650;1;1
1;81881;2;0
1;81660;1;0
2;20850;3;1
0;105720;3;0
1;124460;2;1
1;81670;1;0
1;124381;1;0
1;124381;1;0
1;124381;1;1
1;124391;1;0
1;124391;3;0
1;81680;1;1
1;81891;1;1
0;105321;1;0
1;105331;1;1
1;124421;1;0
1;124421;1;0
1;105730;2;0
1;124431;1;0
1;124441;1;0
0;60941;1;0
1;105750;1;0
1;105750;1;0
1;105750;1;0
0;60820;1;1
0;105760;3;1
1;105780;1;0
1;124470;1;0
2;60830;3;1
2;60830;3;0
1;124480;1;1
2;41021;1;1
1;81901;2;1
1;105351;3;0
1;124490;2;0
1;124500;1;0
2;20860;3;1
2;20860;3;0
2;20860;1;0
2;20860;3;0
2;20860;3;1
1;124461;2;1
1;81690;1;1
2;41031;1;1
2;41031;1;0
1;105361;3;0
1;105800;1;0
2;230;1;0
2;230;3;1
1;124471;1;0
-4;124471;2;1
2;20870;1;0
1;105810;1;1
1;105820;1;0
0;60951;1;0
1;81710;1;0
1;124520;2;0
1;124520;1;1
1;124530;1;1
1;124540;1;0
1;105371;1;0
0;105381;3;1
1;124491;1;1
-4;124550;2;1
-4;105840;1;0
0;105850;1;1
0;105850;3;1
0;105850;1;1
1;105860;1;0
1;124570;1;1
1;124580;3;1
-4;124501;3;1
1;124501;1;0
1;124501;3;1
1;124501;-4;1
-4;124501;1;0
0;105870;1;1
2;41041;3;1
0;105391;1;1
2;40960;3;0
2;40960;1;0
2;60860;1;1
2;60860;1;0
1;81730;1;0
2;41051;1;1
2;240;3;0
1;105880;2;0
0;81740;1;0
2;41071;1;1
1;105401;3;0
0;81750;1;0
1;124521;1;1
1;124640;1;1
1;124650;-4;0
1;105441;1;1
1;105910;3;0
2;41081;3;0
1;105451;2;0
2;41091;1;1
2;41091;1;1
2;41091;1;1
2;40980;3;1
1;105461;2;1
1;105471;1;1
0;81931;1;1
1;124660;1;0
0;60880;1;0
0;60880;1;1
2;41101;1;1
0;60890;1;0
0;81760;1;0
1;124670;2;1
1;124541;1;1
2;20880;1;1
2;20880;1;1
1;124551;2;1
0;81941;3;0
2;21071;3;1
1;124561;1;0
1;105920;1;0
0;105930;1;1
1;124680;2;0
1;124571;3;0
1;124581;1;0
1;105950;1;1
0;60900;1;0
1;124591;1;0
0;105970;1;0
2;20890;1;0
2;20890;1;1
1;124601;1;0
1;124690;2;1
1;124690;3;0
1;124690;3;1
1;105980;1;0
1;124690;1;0
1;124700;3;0
1;105990;2;0
1;124611;1;1
0;106000;1;0
0;-1;1;1
1;106010;1;0
1;106010;2;1
1;124710;1;0
1;124621;3;0
1;124631;-4;0
1;105521;1;1
1;124641;-4;0
-4;105531;1;0
1;124730;3;0
1;106020;2;0
0;81780;1;0
0;106030;1;0
0;60961;1;1
0;105551;1;1
0;105551;1;1
1;106060;1;1
0;106090;1;1
0;106090;3;1
0;-1;1;0
0;106110;3;1
2;20920;3;0
2;20920;1;1
2;20920;1;1
1;124671;2;1
1;124740;1;0
1;105571;2;0
2;380020;1;0
1;124681;1;0
2;41000;1;1
1;106150;2;1
1;124770;1;0
1;105581;1;0
1;124780;1;0
1;105591;1;0
1;124691;2;0
1;124691;3;0
1;124691;1;1
1;124790;3;1
2;41121;1;1
1;124820;1;0
1;106170;1;0
-4;81790;3;1
1;106190;3;1
1;124701;2;0
1;105611;1;0
1;106200;2;0
1;105621;1;0
1;106210;1;0
0;81800;1;0
2;351;1;0
1;106220;1;0
1;81810;1;1
1;124850;1;1
1;124860;-4;0
1;-1;1;0
2;380030;1;1
1;81820;1;1
1;105641;2;0
2;20930;1;0
2;21111;3;1
1;81830;1;1
2;60971;1;0
0;81971;1;0
2;361;3;0
1;124721;2;1
-4;105701;2;0
1;105711;1;0
1;81981;1;0
2;20940;3;1
2;20940;3;1
1;106260;3;0
2;41131;-4;1
1;106270;1;0
2;41010;3;0
2;41010;3;1
2;41141;1;1
1;124731;1;1
1;105721;1;0
0;105731;1;1
1;124741;2;0
0;81850;2;1
2;20960;1;0
1;124751;1;0
-4;106290;1;0
2;41151;3;0
1;81991;1;1
1;106300;1;0
0;81870;1;0
2;21121;1;0
1;124761;1;0
1;105741;1;0
2;41020;1;0
2;41020;3;0
0;106310;1;1
1;106320;1;1
1;124771;1;1
1;124771;1;0
1;124920;1;0
1;124930;1;0
2;41030;3;0
2;41030;1;1
2;20970;3;1
2;20970;1;1
1;124781;1;0
1;124781;1;0
1;124781;1;0
1;105751;1;0
1;124791;2;0
2;-1;1;0
1;106340;2;0
0;105761;1;0
2;371;1;0
0;105771;1;0
1;105781;1;0
1;106360;1;0
1;124801;1;0
0;81900;2;1
0;81900;1;0
0;82001;1;0
2;81910;1;1
2;-1;3;0
1;105791;1;0
1;106370;1;0
0;105811;1;0
0;60981;1;0
0;82011;1;0
1;106380;1;0
1;124980;1;0
0;60991;1;0
1;124990;2;1
1;124990;1;1
1;81920;1;0
1;124821;1;1
2;60940;3;1
1;81930;1;0
1;124831;1;1
1;125000;1;0
1;125010;1;1
2;21131;1;1
2;21131;1;0
0;106400;1;1
1;125020;2;1
1;106420;3;0
1;105841;1;0
2;41181;3;1
2;41181;1;1
1;125030;2;1
2;61001;3;0
0;61011;3;1
1;125040;1;0
1;125050;1;1
2;250;1;0
2;21151;1;1
2;-1;1;0
2;61021;1;1
1;125060;1;0
0;81940;3;1
0;105851;2;0
0;61031;3;1
0;82031;1;1
1;124851;1;0
1;105861;1;1
1;124851;1;1
2;21010;3;1
2;21020;1;0
1;125070;1;1
1;125070;1;1
1;125090;1;1
0;60950;1;0
1;124881;2;0
0;60960;1;1
0;60960;3;1
0;60970;1;0
1;106450;1;0
1;106460;1;0
1;125100;1;0
1;124901;1;0
0;82041;1;1
0;82041;1;0
1;124911;2;1
1;125110;-4;1
0;106480;1;1
0;106480;1;1
0;106480;1;1
2;21161;3;1
2;21161;1;1
1;125120;3;0
0;105881;1;0
1;124921;3;1
1;124921;1;1
-4;124921;1;1
0;106490;1;1
1;125130;2;0
2;41191;2;1
1;125140;1;1
1;-1;1;0
0;82061;1;0
0;105911;1;0
0;105911;1;0
0;105921;3;1
0;106520;1;1
1;105941;1;1
1;124941;1;1
1;124941;1;1
1;124961;1;0
0;61000;1;0
0;106540;3;1
2;82081;3;0
1;125001;1;1
1;105961;1;0
1;125001;1;0
0;106560;1;0
0;106560;3;0
1;125160;1;0
0;106570;1;1
1;106580;1;1
1;105981;1;1
1;125021;3;1
-4;106590;1;0
0;61010;-4;1
0;106600;1;1
2;21040;3;1
2;81960;1;1
1;105991;3;0
1;106630;1;0
1;81970;1;0
1;106001;1;1
2;21171;3;1
2;21171;3;1
1;106011;1;0
0;82091;3;0
0;61020;3;1
0;61020;1;0
0;106031;1;1
1;106650;1;0
0;106660;1;1
1;125051;1;0
1;125051;2;0
1;125051;3;1
1;125051;2;0
1;-1;3;0
1;125051;1;0
0;106670;1;0
1;106680;3;0
1;106690;1;0
1;106700;1;0
1;125061;1;0
2;270;1;0
2;270;1;0
2;270;1;0
1;125071;3;1
1;125200;1;0
0;106720;1;1
2;82111;3;0
2;82111;3;0
2;82111;1;0
1;106730;1;0
1;125210;3;0
1;125210;1;0
1;82121;1;0
0;61030;1;0
-4;125081;1;1
1;125091;1;1
1;125091;3;1
1;82131;1;1
0;81980;1;0
1;106061;1;1
1;106061;3;0
1;125101;1;0
0;82141;1;0
1;125220;1;0
1;125111;2;0
1;125230;1;0
1;106071;1;1
2;41201;3;1
2;41201;1;1
1;125131;1;0
2;21181;1;1
0;106740;1;1
0;106091;1;1
1;106101;1;0
1;125240;3;1
1;106760;1;0
1;82000;1;0
0;61040;1;0
0;106770;1;1
0;61040;1;0
0;82151;1;0
1;125151;1;1
1;82161;1;0
1;125250;1;0
1;125161;3;0
1;82020;1;0
1;125260;1;0
1;106131;3;0
1;125280;1;0
2;41211;1;1
1;125171;2;1
2;82171;3;1
1;125290;1;0
1;125300;1;0
1;106151;-4;0
1;106810;1;0
0;82191;1;0
2;41221;3;1
1;125310;1;1
1;125320;1;0
1;125320;3;1
1;125181;1;1
1;125181;3;1
1;125191;2;0
1;125330;1;1
1;125330;3;0
1;125330;1;0
1;106171;3;1
2;290;1;0
2;41231;3;1
2;41231;1;1
2;41231;1;1
2;41231;1;1
1;125340;2;1
1;106840;3;0
2;21201;3;1
2;21201;1;1
2;21201;1;1
1;106191;1;0
1;106191;1;0
1;125211;1;0
1;125211;1;0
1;125350;2;1
1;125350;2;1
1;125221;2;1
1;-1;1;1
1;106211;3;0
1;125360;1;1
2;21211;1;1
2;-1;3;0
2;21211;3;1
2;21211;1;1
2;21211;1;1
0;106231;1;1
1;125370;2;1
1;125370;1;0
1;125380;3;0
1;106241;3;1
1;106860;1;0
1;106870;-4;1
1;125241;1;0
0;106880;-4;1
0;106880;1;0
1;125251;3;1
1;125251;1;1
1;125251;3;1
1;125251;1;1
2;61050;1;1
0;61060;1;0
0;61060;3;0
1;106900;2;0
1;125390;1;0
2;61070;1;1
2;82211;1;0
2;82030;1;0
2;21221;3;1
1;106261;1;0
1;106271;1;0
1;125400;1;0
2;21231;1;1
2;21231;3;1
2;21231;1;1
2;21231;-4;1
2;21231;1;1
1;125410;1;0
1;125420;1;1
2;41100;3;1
2;41100;3;1
0;106301;1;1
0;106301;1;1
1;125430;2;1
1;82221;1;0
1;125281;1;0
1;106910;1;0
1;125440;1;1
0;106920;1;0
-4;106311;1;1
0;61071;3;0
0;61071;1;1
0;61071;3;1
0;106930;1;1
2;21251;3;1
2;21251;1;0
